"id","description","last_updated"
"1097892","Coffee creamer, liquid, flavored","2020-10-30"
"1097893","Coffee creamer, liquid, fat free","2020-10-30"
"1097894","Coffee creamer, liquid, fat free, flavored","2020-10-30"
"1097895","Coffee creamer, liquid, fat free, sugar free, flavored","2020-10-30"
"1097896","Coffee creamer, liquid, sugar free, flavored","2020-10-30"
"1097897","Coffee creamer, powder","2020-10-30"
"1097898","Coffee creamer, powder, flavored","2020-10-30"
"1097899","Coffee creamer, powder, fat free","2020-10-30"
"1097900","Coffee creamer,powder, fat free, flavored","2020-10-30"
"1097901","Coffee creamer,powder, sugar free, flavored","2020-10-30"
"1097902","Coffee creamer, soy, liquid","2020-10-30"
"1097903","Whipped topping","2020-10-30"
"1097904","Whipped topping, fat free","2020-10-30"
"1097905","Whipped topping, sugar free","2020-10-30"
"1097906","Sour cream, regular","2020-10-30"
"1097907","Sour cream, light","2020-10-30"
"1097908","Sour cream, fat free","2020-10-30"
"1097909","Sour cream, imitation","2020-10-30"
"1097910","Dip, NFS","2020-10-30"
"1097911","Chipotle dip, regular","2020-10-30"
"1097912","Chipotle dip, light","2020-10-30"
"1097913","Dill dip, regular","2020-10-30"
"1097914","Dill dip, light","2020-10-30"
"1097915","Onion dip, regular","2020-10-30"
"1097916","Onion dip, light","2020-10-30"
"1097917","Ranch dip, regular","2020-10-30"
"1097918","Ranch dip, light","2020-10-30"
"1097919","Spinach dip, regular","2020-10-30"
"1097920","Spinach dip, light","2020-10-30"
"1097921","Vegetable dip, regular","2020-10-30"
"1097922","Vegetable dip, light","2020-10-30"
"1097923","Ice cream, NFS","2020-10-30"
"1097924","Ice cream, vanilla","2020-10-30"
"1097925","Ice cream, vanilla, with additional ingredients","2020-10-30"
"1097926","Ice cream, chocolate","2020-10-30"
"1097927","Ice cream, chocolate, with additional ingredients","2020-10-30"
"1097928","Ice cream, soft serve, vanilla","2020-10-30"
"1097929","Ice cream, soft serve, chocolate","2020-10-30"
"1097930","Gelato, vanilla","2020-10-30"
"1097931","Gelato, chocolate","2020-10-30"
"1097932","Ice cream bar, vanilla","2020-10-30"
"1097933","Ice cream bar, vanilla, chocolate coated","2020-10-30"
"1097934","Ice cream candy bar","2020-10-30"
"1097935","Ice cream bar, chocolate","2020-10-30"
"1097936","Ice cream sandwich, vanilla","2020-10-30"
"1097937","Ice cream sandwich, chocolate","2020-10-30"
"1097938","Ice cream cookie sandwich","2020-10-30"
"1097939","Ice cream cone, scooped, vanilla","2020-10-30"
"1097940","Ice cream cone, scooped, vanilla, waffle cone","2020-10-30"
"1097941","Ice cream cone, NFS","2020-10-30"
"1097942","Ice cream cone, scooped, chocolate","2020-10-30"
"1097943","Ice cream cone, scooped, chocolate, waffle cone","2020-10-30"
"1097944","Ice cream cone, soft serve, vanilla","2020-10-30"
"1097945","Ice cream cone, soft serve, chocolate","2020-10-30"
"1097946","Ice cream cone, soft serve, vanilla, waffle cone","2020-10-30"
"1097947","Ice cream cone, soft serve, chocolate, waffle cone","2020-10-30"
"1097948","Ice cream cone, vanilla, prepackaged","2020-10-30"
"1097949","Ice cream cone, chocolate, prepackaged","2020-10-30"
"1097950","Ice cream soda, flavors other than chocolate","2020-10-30"
"1097951","Ice cream soda, chocolate","2020-10-30"
"1097952","Ice cream sundae, NFS","2020-10-30"
"1097953","Ice cream sundae, fruit topping","2020-10-30"
"1097954","Banana split","2020-10-30"
"1097955","Ice cream sundae, hot fudge topping","2020-10-30"
"1097956","Ice cream sundae, caramel topping","2020-10-30"
"1097957","Ice cream, fried","2020-10-30"
"1097958","Light ice cream, NFS","2020-10-30"
"1097959","Light ice cream, vanilla","2020-10-30"
"1097960","Light ice cream, chocolate","2020-10-30"
"1097961","Soft serve, blended with candy or cookies, from fast food","2020-10-30"
"1097962","Light ice cream sandwich, vanilla","2020-10-30"
"1097963","Light ice cream sandwich, chocolate","2020-10-30"
"1097964","Light ice cream bar, vanilla","2020-10-30"
"1097965","Light ice cream bar, vanilla, chocolate coated","2020-10-30"
"1097966","Light ice cream bar, chocolate","2020-10-30"
"1097967","Creamsicle","2020-10-30"
"1097968","Creamsicle, light","2020-10-30"
"1097969","Fudgesicle","2020-10-30"
"1097970","Light ice cream cone, vanilla, prepackaged","2020-10-30"
"1097971","Light ice cream cone, chocolate, prepackaged","2020-10-30"
"1097972","Sherbet, all flavors","2020-10-30"
"1097973","Fudgesicle, light","2020-10-30"
"1097974","Pudding, chocolate, NFS","2020-10-30"
"1097975","Pudding, bread","2020-10-30"
"1097976","Pudding, flavors other than chocolate, NFS","2020-10-30"
"1097977","Custard","2020-10-30"
"1097978","Flan","2020-10-30"
"1097979","Creme brulee","2020-10-30"
"1097980","Pudding, rice","2020-10-30"
"1097981","Firni, Indian pudding","2020-10-30"
"1097982","Pudding, tapioca, made from dry mix","2020-10-30"
"1097983","Pudding, flavors other than chocolate, made from dry mix","2020-10-30"
"1097984","Pudding, chocolate, made from dry mix","2020-10-30"
"1097985","Pudding, flavors other than chocolate, made from dry mix, sugar free","2020-10-30"
"1097986","Pudding, chocolate, made from dry mix, sugar free","2020-10-30"
"1097987","Pudding, flavors other than chocolate, ready-to-eat","2020-10-30"
"1097988","Pudding, flavors other than chocolate, ready-to-eat, sugar free","2020-10-30"
"1097989","Pudding, chocolate, ready-to-eat","2020-10-30"
"1097990","Pudding, chocolate, ready-to-eat, sugar free","2020-10-30"
"1097991","Pudding, tapioca, ready-to-eat","2020-10-30"
"1097992","Banana pudding","2020-10-30"
"1097993","Mousse","2020-10-30"
"1097994","Milk dessert or milk candy, Puerto Rican style","2020-10-30"
"1097995","Barfi or Burfi, Indian dessert","2020-10-30"
"1097996","Trifle","2020-10-30"
"1097997","Tiramisu","2020-10-30"
"1097998","Custard pudding, flavor other than chocolate, baby food, NS as to strained or junior","2020-10-30"
"1097999","Custard pudding, baby food, flavor other than chocolate, strained","2020-10-30"
"1098000","Custard pudding, baby food, flavor other than chocolate, junior","2020-10-30"
"1098001","White sauce or gravy","2020-10-30"
"1098002","Cheese, NFS","2020-10-30"
"1098003","Cheese, Blue or Roquefort","2020-10-30"
"1098004","Cheese, Brick","2020-10-30"
"1098005","Cheese, Camembert","2020-10-30"
"1098006","Cheese, Brie","2020-10-30"
"1098007","Cheese, Cheddar","2020-10-30"
"1098008","Cheese, Cheddar, reduced fat","2020-10-30"
"1098009","Cheese, Cheddar, nonfat or fat free","2020-10-30"
"1098010","Cheese, Colby","2020-10-30"
"1098011","Cheese, Colby Jack","2020-10-30"
"1098012","Cheese, Feta","2020-10-30"
"1098013","Cheese, Fontina","2020-10-30"
"1098014","Cheese, goat","2020-10-30"
"1098015","Cheese, Gouda or Edam","2020-10-30"
"1098016","Cheese, Gruyere","2020-10-30"
"1098017","Cheese, Limburger","2020-10-30"
"1098018","Cheese, Monterey","2020-10-30"
"1098019","Cheese, Monterey, reduced fat","2020-10-30"
"1098020","Cheese, Mozzarella, NFS","2020-10-30"
"1098021","Cheese, Mozzarella, part skim","2020-10-30"
"1098022","Cheese, Mozzarella, reduced sodium","2020-10-30"
"1098023","Cheese, Mozzarella, nonfat or fat free","2020-10-30"
"1098024","Cheese, Muenster","2020-10-30"
"1098025","Cheese, Muenster, reduced fat","2020-10-30"
"1098026","Cheese, Parmesan, dry grated","2020-10-30"
"1098027","Cheese, Parmesan, dry grated, reduced fat","2020-10-30"
"1098028","Cheese, Parmesan, hard","2020-10-30"
"1098029","Cheese, Parmesan, dry grated, fat free","2020-10-30"
"1098030","Cheese, Port du Salut","2020-10-30"
"1098031","Cheese, Provolone","2020-10-30"
"1098032","Cheese, provolone, reduced fat","2020-10-30"
"1098033","Cheese, Swiss","2020-10-30"
"1098034","Cheese, Swiss, reduced sodium","2020-10-30"
"1098035","Cheese, Swiss, reduced fat","2020-10-30"
"1098036","Cheese, Swiss, nonfat or fat free","2020-10-30"
"1098037","Cheese, Cheddar, reduced sodium","2020-10-30"
"1098038","Cheese, Mexican blend","2020-10-30"
"1098039","Cheese, Mexican blend, reduced fat","2020-10-30"
"1098040","Queso Anejo, aged Mexican cheese","2020-10-30"
"1098041","Queso Asadero","2020-10-30"
"1098042","Queso Fresco","2020-10-30"
"1098043","Queso cotija","2020-10-30"
"1098044","Cheese, cottage, NFS","2020-10-30"
"1098045","Cheese, cottage, creamed, large or small curd","2020-10-30"
"1098046","Cottage cheese, farmer's","2020-10-30"
"1098047","Cheese, Ricotta","2020-10-30"
"1098048","Cheese, cottage, with fruit","2020-10-30"
"1098049","Cheese, cottage, with vegetables","2020-10-30"
"1098050","Cheese, cottage, dry curd","2020-10-30"
"1098051","Cheese, cottage, salted, dry curd","2020-10-30"
"1098052","Puerto Rican white cheese","2020-10-30"
"1098053","Cheese, cottage, low fat","2020-10-30"
"1098054","Cheese, cottage, lowfat, with fruit","2020-10-30"
"1098055","Cheese, cottage, lowfat, low sodium","2020-10-30"
"1098056","Cheese, cottage, lowfat, lactose reduced","2020-10-30"
"1098057","Cream cheese, regular, plain","2020-10-30"
"1098058","Cream cheese, regular, flavored","2020-10-30"
"1098059","Cream cheese, light","2020-10-30"
"1098060","Cheese, American and Swiss blends","2020-10-30"
"1098061","Cheese, American","2020-10-30"
"1098062","Cheese, American, reduced fat","2020-10-30"
"1098063","Cheese, American, nonfat or fat free","2020-10-30"
"1098064","Cheese, American, reduced sodium","2020-10-30"
"1098065","Cheese spread, American or Cheddar cheese base, reduced fat","2020-10-30"
"1098066","Cream cheese spread, fat free","2020-10-30"
"1098067","Cheese, processed cheese food","2020-10-30"
"1098068","Cheese, processed, with vegetables","2020-10-30"
"1098069","Cheese,  with wine","2020-10-30"
"1098070","Cheese spread, American or Cheddar cheese base","2020-10-30"
"1098071","Cheese spread, Swiss cheese base","2020-10-30"
"1098072","Cheese spread, cream cheese, regular","2020-10-30"
"1098073","Cheese spread, cream cheese, light","2020-10-30"
"1098074","Cheese spread, pressurized can","2020-10-30"
"1098075","Imitation cheese","2020-10-30"
"1098076","Cheese, cottage cheese, with gelatin dessert","2020-10-30"
"1098077","Cheese, cottage cheese, with gelatin dessert and fruit","2020-10-30"
"1098078","Cheese, cottage cheese, with gelatin dessert and vegetables","2020-10-30"
"1098079","Cheese ball","2020-10-30"
"1098080","Artichoke dip","2020-10-30"
"1098081","Spinach and artichoke dip","2020-10-30"
"1098082","Seafood dip","2020-10-30"
"1098083","Cheese dip with chili pepper","2020-10-30"
"1098084","Cheese dip","2020-10-30"
"1098085","Topping from cheese pizza","2020-10-30"
"1098086","Topping from vegetable pizza","2020-10-30"
"1098087","Topping from meat pizza","2020-10-30"
"1098088","Topping from meat and vegetable pizza","2020-10-30"
"1098089","Cheese fondue","2020-10-30"
"1098090","Cheese souffle","2020-10-30"
"1098091","Welsh rarebit","2020-10-30"
"1098092","Cheese sandwich, NFS","2020-10-30"
"1098093","Cheese sandwich, American cheese, on white bread, no spread","2020-10-30"
"1098094","Cheese sandwich, American cheese, on wheat bread, no spread","2020-10-30"
"1098095","Cheese sandwich, American cheese, on whole wheat bread, no spread","2020-10-30"
"1098096","Cheese sandwich, Cheddar cheese, on white bread, no spread","2020-10-30"
"1098097","Cheese sandwich, Cheddar cheese, on wheat bread, no spread","2020-10-30"
"1098098","Cheese sandwich, Cheddar cheese, on whole wheat bread, no spread","2020-10-30"
"1098099","Cheese sandwich, reduced fat American cheese, on white bread, no spread","2020-10-30"
"1098100","Cheese sandwich, reduced fat American cheese, on wheat bread, no spread","2020-10-30"
"1098101","Cheese sandwich, reduced fat American cheese, on whole wheat bread, no spread","2020-10-30"
"1098102","Cheese sandwich, reduced fat Cheddar cheese, on white bread, no spread","2020-10-30"
"1098103","Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, no spread","2020-10-30"
"1098104","Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, no spread","2020-10-30"
"1098105","Cheese sandwich, American cheese, on white bread, with mayonnaise","2020-10-30"
"1098106","Cheese sandwich, American cheese, on wheat bread, with mayonnaise","2020-10-30"
"1098107","Cheese sandwich, American cheese, on whole wheat bread, with mayonnaise","2020-10-30"
"1098108","Cheese sandwich, Cheddar cheese, on white bread, with mayonnaise","2020-10-30"
"1098109","Cheese sandwich, Cheddar cheese, on wheat bread, with mayonnaise","2020-10-30"
"1098110","Cheese sandwich, Cheddar cheese, on whole wheat bread, with mayonnaise","2020-10-30"
"1098111","Cheese sandwich, reduced fat American cheese, on white bread, with mayonnaise","2020-10-30"
"1098112","Cheese sandwich, reduced fat American cheese,, on wheat bread, with mayonnaise","2020-10-30"
"1098113","Cheese sandwich, reduced fat American cheese, on whole wheat bread, with mayonnaise","2020-10-30"
"1098114","Cheese sandwich, reduced fat Cheddar cheese, on white bread, with mayonnaise","2020-10-30"
"1098115","Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with mayonnaise","2020-10-30"
"1098116","Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with mayonnaise","2020-10-30"
"1098117","Cheese sandwich, American cheese, on white bread, with butter","2020-10-30"
"1098118","Cheese sandwich, American cheese, on wheat bread, with butter","2020-10-30"
"1098119","Cheese sandwich, American cheese, on whole wheat bread, with butter","2020-10-30"
"1098120","Cheese sandwich, Cheddar cheese, on white bread, with butter","2020-10-30"
"1098121","Cheese sandwich, Cheddar cheese, on wheat bread, with butter","2020-10-30"
"1098122","Cheese sandwich, Cheddar cheese, on whole wheat bread, with butter","2020-10-30"
"1098123","Cheese sandwich, reduced fat American cheese, on white bread, with butter","2020-10-30"
"1098124","Cheese sandwich, reduced fat American cheese, on wheat bread, with butter","2020-10-30"
"1098125","Cheese sandwich, reduced fat American cheese, on whole wheat bread, with butter","2020-10-30"
"1098126","Cheese sandwich, reduced fat Cheddar cheese, on white bread, with butter","2020-10-30"
"1098127","Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with butter","2020-10-30"
"1098128","Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with butter","2020-10-30"
"1098129","Grilled cheese sandwich, NFS","2020-10-30"
"1098130","Grilled cheese sandwich, American cheese, on white bread","2020-10-30"
"1098131","Grilled cheese sandwich, American cheese, on wheat bread","2020-10-30"
"1098132","Grilled cheese sandwich, American cheese, on whole wheat bread","2020-10-30"
"1098133","Grilled cheese sandwich, Cheddar cheese, on white bread","2020-10-30"
"1098134","Grilled cheese sandwich, Cheddar cheese, on wheat bread","2020-10-30"
"1098135","Grilled cheese sandwich, Cheddar cheese, on whole wheat bread","2020-10-30"
"1098136","Grilled cheese sandwich, reduced fat American cheese, on white bread","2020-10-30"
"1098137","Grilled cheese sandwich, reduced fat American cheese, on wheat bread","2020-10-30"
"1098138","Grilled cheese sandwich, reduced fat American cheese, on whole wheat bread","2020-10-30"
"1098139","Grilled cheese sandwich, reduced fat Cheddar cheese, on white bread","2020-10-30"
"1098140","Grilled cheese sandwich, reduced fat Cheddar cheese, on wheat bread","2020-10-30"
